,date,body,ngram
3384,2011-01-13,"또 다른 일부 위원은 글로벌 자금이동머니무브 현상이 미국에 주로 집( )    - 5 -  중되어 있을 뿐 신흥시장국 전체로 보면 이들 국가에 자금이 유입되는 움직,  임이 그렇게 뚜렷하게 나타나지 않고 있는 이유에 대해 물어보았으며,  이에 대해 관련부서에서는 신흥시장국 채권이 국제투자자의 입장에서는  안전자산이 아니라는 점 신흥시장국 주식은 그동안 큰 폭 상승하여 기대수,  익률이 높지 않다는 점 등에 기인하는 것으로 보인다고 답변하였음",기대수익률/NNG;높/VA;않/VX
3386,2011-01-13,"일부 위원은 미 연준이 시행시 가장 기대했던 바가 장기금리 하락QE2  이었지만 실제 시행 이후 미국 장기금리가 오히려 상승하여 장단기금, QE2  리차가 확대되고 있는 이유에 대해 물어보았으며,  이에 대해 관련부서에서는 미국의 장기금리 상승은 경기상승 전망 및 인  플레이션 기대심리가 복합적으로 영향을 미치고 있는데 이 중 어느 원인이,  더 큰 작용을 하는지 명확하게 구분하기는 매우 어렵다고 답변하였음","금리/NNG;하락/NNG,금리/NNG;상승/NNG,경기/NNG;상승/NNG"
3390,2011-01-13,"- 6 -  또한 동 위원은 증권사 랩어카운트 일임형 투자자문 및 자산운용 외국, ,  인 주식투자 등을 통해 주식시장에 유동성이 과다 유입되고 있으며 이를 방,  치할 경우 주식시장 버블에 이어 부동산 시장 버블로까지 확대될 수 있다는  점을 지적하면서 이처럼 자산시장이 과열양상을 보일 경우 적절한 정책대응,  이 필요할 것으로 생각된다는 견해를 밝혔음","거품/NNG;부동산/NNG;거품/NNG,자산시장/NNG;과열/NNG,거품/NNG;확대/NNG"
3391,2011-01-13,"또 다른 일부 위원은 거시건전성 부담금 부과가 금융기관의 과도한 차입  억제 외채구조 개선 등 긍정적 효과를 가져올 수 있으나 한편으로 은행이, ,  외자조달비용 상승분을 기업에 전가하여 외화대출금리 상승이라는 부작용을  초래할 가능성이 있다고 지적하고 또 최근에는 외화자금이 순유출되고 있는,  상황이라는 점까지 고려하여 거시건전성 부담금 도입의 효과를 보다 심도  있게 분석할 필요가 있다는 의견을 제시하였음","금리/NNG;상승/NNG;부작용/NNG,외채/NNG;구조/NNG;개선/NNG,개선/NNG;긍정적/VAX,긍정적/VAX;효과/NNG,비용/NNG;상승/NNG"
3393,2010-12-09,"일부 위원은 지난달 연평도 포격 사태·｢ ｣ 에도 불구하고 스왑레이트 상승으로 차익거래유인이 줄어든 이유에 대해 물  어보았으며,  이에 대해 관련부서에서는 비거주자의 매입 증가에 따른 외국환은NDF  행의 포지션 조정용 거래로 스왑레이트가 상승하다가 연평도 포격 사태 이  후 하락하였지만 월중 전체로 보면 상승한 것으로 나타났다고 답변하였음",스왑레이트/NNG;상승/NNG
3394,2010-12-09,"다른 일부 위원은 유럽 일각에서는 유럽사태에 대해 미국 금융위기와는  달리 크게 우려하지 않아도 된다는 시각이 있는데 그 근거로 유럽지역의 가,  계저축이 미국에 비해 굉장히 높은 수준을 유지하고 있는 점 유럽지역에서,  는 재정지출 억제로 재정건전성이 확보되면 소비가 더 늘어나는 경향을 과  거에 보였다는 점 미국의 연방정부와 주정부가 모두 재정적자에 시달리고,  있는 것과는 달리 유럽은 일부 국가만 재정적자 문제에 처해있는 점 유로화,  위기시 신용 재정상태가 우량한 독일이 적극적으로 나설 것으로 예상되는 점·  등을 들었다고 소개한 후 향후 유럽문제를 보다 종합적인 견지에서 바라볼,  필요가 있다는 의견을 개진하였음","재정/NNG;건전성/NNG;확보/NNG,재정/NNG;지출/NNG;억제/NNG,재정/NNG;적자/NNG,우려/NNG;않/VX"
3396,2010-12-09,"- 6 -  아울러 동 위원은 해외자본의 국내유입만을 규제하는 것은 장기적으로  한계가 있다고 지적하고 시장친화적인 정책대응방안의 하나로 내국인의 해,  외투자를 장려하는 한편 추후 이러한 해외투자자금의 국내 환수시 걸림돌을  줄여주는 등 국내자본의 해외투자 활성화를 위한 방안 등도 고려할 필요가  있다는 의견을 제시하였음",해외/NNG;투자/NNG;활성화/NNG
3397,2010-12-09,"일부 위원은 월중 기준금리 인상에도 불11｢ ｣ 구하고 국고채 년물 금리가 사상 최저 수준으로 하락한 원인에 대해 물어3  보았으며,  이에 대해 관련부서에서는 국고채 년물 금리만 년물 년물에 비해 크3 5 10  게 하락하였으며 이는 기본적으로 국고채 물량부족이라는 수급요인에 기인,  한 것이므로 내년초 국고채 발행물량이 증가하면 어느 정도 해소될 것으로  본다고 답변하였음","국고채/NNG;발행/NNG;증가/NNG,금리/NNG;인상/NNG"
3400,2010-12-09,다른 일부 위원은 기준금리 인상 이후 국고채 금리 뿐만 아니라 여신금  리까지 하락한 것은 금융통화위원회가 시장과의 의사소통을 제대로 하지 못  했기 때문에 나타난 현상일 수 있다는 의견을 피력하였음,"여신/NNG;금리/NNG;하락/NNG,금리/NNG;인상/NNG"
3401,2010-12-09,"아울러 동 위원은 최근 미국 아일랜드뿐만 아니라 과거 일본 등의 금융  위기를 분석해보면 저금리로 인한 신용팽창 높은 레버리지 외부로부터의, ,  자본유입이라는 공통점이 있다고 지적하고 우리나라의 경우도 최근 저금리, ,  경상수지 흑자 글로벌 자본유입 지속 등으로 시중 유동성이 풍부한 가운데,  가계부채 수준이 매우 높고 주가 등 자산가격이 빠른 상승세를 보이고 있어  금융위기 발생 가능성이 점차 높아지고 있다는 견해를 나타내었음","경상/NNG;수지/NNG;흑자/NNG,신용/NNG;팽창/NNG"
3402,2010-12-09,"또 다른 일부 위원은 금융위기 발생을 억제하기 위해서는 과열된 경제상    - 7 -  황으로 인해 나타난 자산가격 버블을 정상적인 수준까지 축소시키는 것이  필요하나 버블이 붕괴되기 전까지는 버블의 정도를 사전에 판단하는 것이,  매우 어렵다는 의견을 나타내었음",자산/NNG;가격/NNG;거품/NNG
3404,2010-11-16,"일부 위원은 기준금리 인상이 내외금·｢ ｣ 리차 확대에 따른 재정거래 유인 증대를 초래하여 외화자금 유입 증가 및  환율하락 요인으로 작용한다는 것이 정설화된 이론으로 받아들여지고 있으  나 지난 월 기준금리 인상시에는 스왑레이트 상승으로 재정거래 유인이 상7  당부분 축소되었으며 또 그럼에도 불구하고 외화자금 유입이 지속되는 모습,  이 나타나는 등 이론과 다른 상황이 나타났다고 지적하고 미국의 추진QE2  등과 관련하여 보다 포괄적인 연구가 필요하다는 의견을 피력하였음","스왑레이트/NNG;상승/NNG,금리/NNG;인상/NNG"
3405,2010-11-16,이와 관련하여 다른 일부 위원은 금리 인상이 자본 유입을 증가시키고  원화환율 하락으로 이어져서 결국 수출을 감소시킨다는 논의의 전개는 오류  라고 할 수는 없지만 다음과 같은 점을 감안할 때 지나치게 단순하고 극단  적인 측면이 있다는 의견을 제시하였음,"자본/NNG;유입/NNG;증가/NNG,원화/NNG;환율/NNG;하락/NNG,금리/NNG;인상/NNG,수출/NNG;감소/NNG"
3406,2010-11-16,"첫째 금리인상이 반드시 자본유입을 증대시킨다고 보기는 어려운데 그,  이유는 보고서 등에서 나타난 것과 같이 신흥시장국으로 유입되는 자본BIS  이 금리보다 해당국의 경제성장률 및 안전성 등에 더 많은 영향을 받는다는  점 외국인 투자자금 가운데 헷지를 하지 않는 캐리트레이드 자금은 내외금,  리차보다 환율수준을 겨냥한 환차익 획득이 주된 목적인 점 주식투자자금은,  금리인상시 경기 회복세 둔화에 대한 우려로 오히려 유출될 가능성이 더 큰  점 등을 들 수 있음","경기/NNG;회복/NNG;둔화/NNG;우려/NNG,금리/NNG;인상/NNG"
3407,2010-11-16,"둘째 자본유입의 확대가 원화절상으로 이어지는 것도 불명확한데 그 이,    - 5 -  유는 전체 국제수지의 대부분을 차지하고 있는 경상수지가 환율에 큰 영향  을 미치므로 자본수지의 영향은 상대적으로 적다는 점 유입되는 자본은 경,  상수지와 달리 일정기간 경과시 반드시 유출될 자금이므로 장기적으로 보면  환율에 중립적이라는 점 등을 들 수 있음 다만 자본유입 속도가 너무 빠르","자본/NNG;유입/NNG;확대/NNG,원화/NNG;절상/NNG"
3409,2010-11-16,"셋째 원화가 절상된다면 수출이나 경상수지에 미치는 부정적 영향이 있,  을 수 있으나 그 효과는 제한적일 것으로 판단되는 데 그 근거로 환율 하락  기에는 기업들이 해외 생산비중 확대 비가격 경쟁력 강화 등을 통해 환율,  하락의 영향을 상당부분 흡수하는 노력을 한다는 점 환율수준 변화 후 일정,  기간이 경과하면 경제주체들이 어느 정도 적응한다는 점 등을 들 수 있음",원화/NNG;절상/NNG
3410,2010-11-16,다만 환율 변동성 확대는 경제주체들의 적응을 어렵게 하므로 매우 유의해  야 할 사항임,변동성/NNG;확대/NNG
3411,2010-11-16,"이에 대해 관련부서에서는 동 위원의 의견에 동의하는 한편 자본유출입,  관련 규제 논의 금리인상 기대 선반영 등도 기준금리와 환율간의 관계를 약,  화시키는 요인인 것으로 판단된다고 언급하였음",금리/NNG;인상/NNG
3412,2010-11-16,"또 다른 일부 위원은 주식시장에서 외국인의 대규모 주식매도가 동시다  발적으로 발생하여 대규모 자금유출 환율 상승 등 외환시장의 불안을 초래,  할 가능성이 있는지 물어보았으며,  이에 대해 관련부서에서는 우리나라 주식시장에 유입된 자금은 우리 경  제에 대한 긍정적 평가에 기초한 장기성 투자자금의 비중이 높으므로 외국  인의 대규모 주식매도가 연이어 발생하는 등 군집행동으로 나타날 가능성은  크지 않은 것으로 판단된다고 답변하였음","자금/NNG;유출/NNG;환율/NNG;상승/NNG,외환시장/NNG;불안/NNG,경제/NNG;긍정적/VAX"
3414,2010-11-16,"다른 일부 위원은 최근 그리스 포르투갈 아일랜드 스페인 등 유럽지역  재정위기 국가들의 프리미엄이 남유럽사태가 야기되었던 월보다 상CDS 5, 6  승한 원인에 대해 물어보았으며,    - 6 -  이에 대해 관련부서에서는 아일랜드의 구제금융 신청예정 루머 등 일부  유럽 국가들의 재정상태가 예상보다 좋지 않다는 보도가 나오면서 이들 국  가의 프리미엄이 빠르게 상승하였으나 독일 프랑스 이탈리아 스페인CDS ,  영국 등 개국 재무장관의 유로지역 국채 투자자 보호관련 공동성명 아일랜5 ,  드의 구제금융 신청 사실 부인 등으로 최근에는 다소 진정되고 있는 상황이  라고 답변하고 다만 아일랜드의 채권발행 규모는 그리스에 비해 상당히 커,  서 국제금융시장에 미칠 파장이 더 크다는 점에 유념해서 국제금융시장 동  향을 모니터링하고 있다고 언급하였음",예상/NNG;좋/VA;않/VX
3416,2010-11-16,"또 다른 일부 위원은 미국이 시행한 양적완화정책은 국내경기 부양을 위  한 것이었으나 예상치 않게 및 신흥시장국의 환율문제를 유발하였으며G2 ,  이를 조정하는 과정에서 서울 액션플랜 이라는 결과가 도출G20 (action plan)  되었다고 지적하고 정책 실행시 그 목적과 필요성 실행순서 과거 사례 등, , ,  을 충분히 검토하여야 할 것이라고 언급하였음",완화정책/NNG;경기/NNG;부양/NNG
3417,2010-11-16,"일부 위원은 미국의 경우 를 통한 추가QE2｢ ｣ 유동성 공급이 결국 인플레이션을 현실화시킬 것이라는 기대로 인해 최근  장기시장금리가 다소 상승하였다고 지적하고 우리나라의 경우도 기대인플레,  이션율이 높은 상황에서 향후 소비자물가 상승률이 높아지면 장기시장금리  가 상승하는 것이 아닌지 물어보았으며,  이에 대해 관련부서에서는 물가상승이 장기시장금리를 높이는 요인으로  작용하겠지만 그 상승폭은 글로벌 유동성 우리경제의 기초여건 여타 수급, ,  요인 등에 따라 다르게 나타날 수 있다고 답변하였음","소비자/NNG;물가/NNG;상승률/NNG;높/VA,금리/NNG;상승/NNG,물가/NNG;상승/NNG,금리/NNG;높/VV"
3418,2010-11-16,이에 대해 동 위원은 지금 마이너스 상태에 있는 장기실질금리 수준 및  외화자금의 지속적 유입이 시차를 두고 물가 및 자산가격을 상승시킬 수 있  으므로 지속적으로 모니터링해줄 것을 당부하였음,물가/NNG;자산/NNG;가격/NNG;상승/NNG
3419,2010-11-16,"다른 일부 위원은 장기시장금리의 움직임은 인플레이션 기대심리 경기,  전망 통화정책 방향 채권시장 수급상황 등에 영향을 받는 데 최근 국고채, ,    - 7 -  금리의 상승에 주로 영향을 미치는 요인이 무엇인지 물어보았으며,  이에 대해 관련부서에서는 최근의 국고채 금리 상승에 가장 크게 영향을  미친 것은 채권시장 수급상황중 자본유출입 규제에 대한 불확실성이며 그  외에 물가상승폭 확대 기준금리 인상 경계감 등도 가세한 것으로 보인다고,  답변하였음","물가/NNG;상승/NNG;확대/NNG;금리/NNG;인상/NNG,자본/NNG;유출입/NNG;규제/NNG;불확실성/NNG,불확실성/NNG;물가/NNG;상승/NNG,국고채/NNG;금리/NNG;상승/NNG,금리/NNG;인상/NNG;경계/NNG"
3420,2010-11-16,"일부 위원은 최근 통화증가율 둔화 현상이 경기의 하방리스크를 반영하  고 있는 것이 아닌지 물어보았으며,  이에 대해 관련부서에서는 최근 통화증가율이 낮아지고 있는 것은 금융  위기 이후 실물경기가 크게 위축되었음에도 불구하고 통화량은 그만큼 줄어  들지 않음에 따라 시중자금이 계속 풍부하였던 데 주로 기인한 것으로 판단  된다고 답변하였음","통화/NNG;증가율/NNG;둔화/NNG,경기/NNG;하방/NNG;위험/NNG,통화/NNG;증가율/NNG;낮/VA"
3421,2010-11-16,"다른 일부 위원은 머니갭률 등에 비추어 과잉유동성이 존재한다고 판단  되는 상황하에서 주택가격 상승 전망 높은 주가 및 채권가격 등으로 인해,  자산시장 버블이 야기될 가능성이 높아지고 있다고 지적하고 국내의 민간신,  용 및 통화량 변동 뿐만 아니라 유입된 해외자본이 생산적인 부문에 흐르지  않고 자산버블 형성을 촉진할 가능성 등에 대해 경계심리를 가지고 모니터  링해 줄 것을 당부하였음","주택가격/NNG;상승/NNG,자산시장/NNG;거품/NNG,자산/NNG;거품/NNG,전망/NNG;높/VA"
